ID,Title,Rank,Score,ScoredBy,Popularity,Members,Favorites,Season,Episodes
2044,Mahou no Tenshi Creamy Mami,2971,7.2,1984,4603,8253,101,14,52
18041,Rozen Maiden (2013),2133,7.4,24603,1619,60116,202,134,13
22135,Ping Pong the Animation,66,8.62,91226,557,187937,8687,137,11
22433,Break Blade,2319,7.35,27427,1459,69683,170,137,12
36266,Mahou Shoujo Site,5790,6.56,36737,1035,103599,475,153,12
627,Major S1,202,8.35,33841,1539,64844,1070,99,26
35114,Clione no Akari,9946,5.43,3198,3971,11788,8,150,12
1249,"Zone of the Enders: Dolores, I",3742,7.02,3106,4438,8997,31,85,26
10521,Working'!!,660,7.94,106958,572,182734,419,127,13
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,278,8.27,36558,1430,71612,908,147,25
37601,Lord of Vermilion: Guren no Ou,9925,5.44,5522,2632,27552,29,154,12
24405,World Trigger,1297,7.65,54575,574,182576,1225,139,73
33113,Scared Rider Xechs,10152,5.3,3054,3361,16978,18,146,12
341,Spiral: Suiri no Kizuna,2488,7.32,18454,2027,43287,312,91,25
4214,Rosario to Vampire Capu2,3285,7.13,178462,316,290302,1277,115,13
25939,Mahou Shoujo Lyrical Nanoha ViVid,4695,6.78,6703,3202,18911,45,141,12
16668,Kakumeiki Valvrave,2785,7.24,61553,847,128283,663,133,12
4087,Michiko to Hatchin,789,7.87,38971,903,120633,1605,115,22
519,Mahoraba: Heartful days,2207,7.38,8444,3101,20188,101,100,26
28791,Gunslinger Stratos: The Animation,7665,6.16,25081,1609,60720,45,141,12
1810,Kyoushirou to Towa no Sora,5690,6.58,11707,2303,34974,105,108,12
5835,Hanasakeru Seishounen,823,7.85,18286,1848,49875,552,117,39
2400,Ghost Sweeper GS Mikami,2738,7.25,2795,4658,8046,26,53,45
30015,ReLIFE,425,8.12,282918,117,512836,5637,146,13
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,1084,7.73,8416,2786,24845,150,151,6
516,Keroro Gunsou,865,7.83,13448,1912,47665,910,97,358
487,Girls Bravo: Second Season,4642,6.79,39301,1424,71862,136,100,13
8675,Seitokai Yakuindomo,1266,7.66,154723,276,327637,2803,122,13
22535,Kiseijuu: Sei no Kakuritsu,105,8.49,514978,45,860017,20031,139,24
23321,Log Horizon 2nd Season,1225,7.67,203937,220,377577,1291,139,25
3927,Mobile Suit Gundam 00 Second Season,381,8.16,70760,971,112491,1331,115,25
35739,Pikotarou no Lullaby Lullaby (TV),9577,5.57,1633,6354,3723,5,150,9
34577,Nanatsu no Taizai: Imashime no Fukkatsu,294,8.24,218406,167,431890,5318,152,24
39799,Val x Love,7407,6.2,1788,3348,17626,38,159,12
102,Aishiteruze Baby★★,1578,7.54,42136,1301,80597,543,97,26
505,Fushigiboshi no☆Futagohime,2146,7.39,2307,4755,7535,75,101,51
5233,Slayers Evolution-R,1770,7.49,12303,2735,25539,41,116,13
1292,Afro Samurai,2096,7.4,120137,491,211835,1217,109,5
30363,Shinmai Maou no Testament Burst,3410,7.1,106229,511,204369,430,143,10
533,Sensei no Ojikan: Doki Doki School Hours,4869,6.75,2349,5099,6378,15,97,13
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,2375,7.34,4390,4521,8641,25,105,13
12677,Ozma,7817,6.13,6072,3792,13197,7,129,6
2604,Sky Girls,3537,7.07,7407,3100,20160,49,110,26
36407,Kenja no Mago,4419,6.84,79464,589,178686,1252,157,12
18411,Gingitsune,2918,7.21,18670,1992,44547,90,135,12
34607,Lostorage Conflated WIXOSS,3013,7.19,5997,3042,21009,64,153,12
7720,Ookiku Furikabutte: Natsu no Taikai-hen,450,8.1,16260,2437,31220,157,121,13
30375,Starmyu,3579,7.06,11738,2364,33399,255,143,12
7058,Uragiri wa Boku no Namae wo Shitteiru,2271,7.37,27219,1418,72217,962,121,24
1929,Futari wa Precure: Max Heart,3705,7.02,4533,4093,10923,37,100,47
35251,Sengoku Night Blood,7686,6.16,6150,2594,28286,115,151,12
37975,Piano no Mori (TV) 2nd Season,1914,7.45,6126,3098,20241,43,156,12
1988,Himawari!!,5930,6.53,2917,4455,8949,4,108,13
36220,Itsudatte Bokura no Koi wa 10 cm Datta.,1284,7.65,33543,1173,88829,402,151,6
2076,Kindaichi Shounen no Jikenbo,450,8.1,3168,3457,16345,158,69,148
15793,Senki Zesshou Symphogear G,1677,7.52,18627,2087,41221,512,134,13
5530,Pandora Hearts,905,7.81,128088,297,315083,5346,117,25
1688,Nanatsu-iro★Drops,3484,7.08,7362,3187,19103,99,110,12
30,Neon Genesis Evangelion,212,8.33,453960,50,809122,51642,63,26
934,Higurashi no Naku Koro ni,496,8.06,247922,115,517478,17015,105,26
29976,Dance with Devils,5387,6.64,29060,1451,70114,480,143,12
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,293,8.24,233086,227,368132,8328,137,24
31430,Terra Formars Revenge,4474,6.83,30411,1570,62328,88,145,13
2214,Black Jack 21,1182,7.68,3305,4436,9008,55,105,17
587,Hanbun no Tsuki ga Noboru Sora,1448,7.59,41078,1291,81075,453,104,6
32924,Urara Meirochou,2990,7.2,25893,1164,89423,361,148,12
5940,Seiken no Blacksmith,4387,6.85,60241,857,127011,203,119,12
18497,Yozakura Quartet: Hana no Uta,1577,7.55,28688,1144,91893,382,135,13
32866,Brave Witches,4232,6.88,12737,2094,40878,107,147,12
5958,Sora no Otoshimono,1709,7.51,176859,269,335465,3794,119,13
392,Yuu☆Yuu☆Hakusho,112,8.48,163109,259,344234,13609,51,112
1312,Chikyuu Bouei Kigyou Dai-Guard,2951,7.2,2089,5027,6633,33,79,26
24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,854,7.84,48153,1160,89554,341,141,12
19685,Kanojo ga Flag wo Oraretara,5839,6.55,56398,892,121561,187,137,13
32182,Mob Psycho 100,95,8.52,430963,58,751517,16496,146,12
35847,SSSS.Gridman,2349,7.35,56374,778,137485,674,155,12
38062,Endro~!,3516,7.07,12104,2195,38407,101,156,12
30276,One Punch Man,47,8.7,935595,5,1396110,41980,143,12
30806,Schwarzesmarken,4262,6.88,30297,1290,81388,269,144,12
5684,Fresh Precure!,2062,7.41,3514,4208,10278,125,116,50
197,Rizelmine,5599,6.6,8408,3099,20207,47,89,24
1703,Tokyo Tribe 2,4476,6.83,1856,4702,7884,21,107,13
33743,Fuuka,5036,6.71,78899,616,170059,714,148,12
3572,Macross F,625,7.96,54682,924,118098,1788,113,25
106,Hana yori Dango,864,7.83,16044,2121,40038,680,67,51
31859,Hai to Gensou no Grimgar,918,7.8,221834,169,428804,4230,144,12
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,2191,7.38,2255,5991,4317,45,37,52
1570,Happiness!,6123,6.49,13210,2519,29789,49,107,12
1592,Hataraki Man,3472,7.08,5784,3196,18993,38,107,11
618,Juubee Ninpuuchou: Ryuuhougyoku-hen,4852,6.75,13446,2527,29559,76,93,13
30296,Rakudai Kishi no Cavalry,1139,7.71,252917,153,446142,5429,143,12
1835,Ryuusei no Rockman,2938,7.21,4040,4339,9471,73,107,55
34262,Oushitsu Kyoushi Heine,1515,7.57,32894,1338,77846,567,149,12
969,Tsubasa Chronicle 2nd Season,1231,7.67,48418,1097,95812,534,105,26
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,64,8.62,185336,295,317132,12994,145,39
289,Comic Party,5385,6.64,6359,3552,15551,30,85,13
1818,Claymore,841,7.84,230922,143,464244,7579,109,26
7627,Mitsudomoe,1228,7.67,32872,1326,78914,551,122,13
28249,Arslan Senki (TV),954,7.78,109850,380,252612,1361,141,25
31370,Tonkatsu DJ Agetarou,3073,7.18,4734,4159,10502,80,145,12
38162,Rinshi!! Ekoda-chan,9629,5.55,2009,4735,7675,14,156,11
17831,Inu to Hasami wa Tsukaiyou,5298,6.66,46875,1082,97152,204,134,12
22877,Seireitsukai no Blade Dance,3693,7.03,114862,442,226293,837,138,12
483,Kurau Phantom Memory,2117,7.4,6162,2867,23742,121,98,24
77,Mahou Shoujo Lyrical Nanoha A's,520,8.04,27515,1793,52109,968,103,13
1327,Aoki Densetsu Shoot!,1816,7.47,4370,4261,9934,60,55,58
4028,Slayers Revolution,2394,7.34,14653,2532,29432,47,114,13
2963,Minami-ke,1049,7.74,58410,788,136495,1128,111,13
1018,Majutsushi Orphen: Revenge,4132,6.91,4920,3966,11765,24,79,23
37924,Ani ni Tsukeru Kusuri wa Nai! 2,1087,7.72,6588,3510,16012,44,154,24
24031,Denki-gai no Honya-san,2694,7.26,38967,1109,94970,243,139,12
7463,Weiß Survive R,7606,6.18,4172,4390,9267,4,120,12
11013,Inu x Boku SS,1457,7.59,156966,274,328566,3058,128,12
1098,Samurai Girl Real Bout High School,8252,6.01,3228,4651,8053,10,86,13
10015,Yu☆Gi☆Oh! Zexal,6241,6.47,18003,2157,39338,219,125,73
694,Canvas 2: Niji-iro no Sketch,4443,6.83,9702,2926,22825,47,103,24
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,1974,7.43,286510,118,507236,6545,134,13
16317,Ishida to Asakura,8356,5.96,6628,3951,11803,17,132,12
277,Mahoromatic 2,2842,7.23,13662,2680,26443,43,91,14
14527,Medaka Box Abnormal,1640,7.53,51994,1056,101497,259,131,12
1738,Muteki Kanban Musume,3088,7.17,6277,3551,15338,54,106,12
37651,Fate/Extra: Last Encore - Illustrias Tendousetsu,5079,6.7,13677,2521,29822,29,154,3
36847,Nanatsu no Bitoku,10281,5.27,8543,2438,31447,67,152,10
1941,Moonlight Mile 1st Season: Lift Off,2893,7.22,2554,4579,8376,17,109,12
6712,Natsu no Arashi! Akinaichuu,2211,7.38,6253,3545,15607,8,119,13
21677,Captain Earth,6242,6.46,19832,1716,55396,78,137,25
552,Digimon Adventure,775,7.87,169255,353,267726,4176,77,54
637,Iketeru Futari,5089,6.7,7728,3610,14868,30,76,16
17505,Mushibugyou,2034,7.42,23549,1594,61583,152,133,26
12403,Yuru Yuri♪♪,712,7.91,72750,853,127717,861,130,12
34077,Cardfight!! Vanguard G: Next,4778,6.76,1574,5590,5110,14,147,52
25835,Shirobako,153,8.41,90335,340,278223,5357,139,24
28207,Ketsuekigata-kun! 2,5538,6.61,1599,6593,3396,4,140,12
36431,One Room 2nd Season,6917,6.33,8224,2941,22520,21,154,12
37447,Karakuri Circus,3273,7.13,12081,1761,53758,216,155,36
19117,Toaru Hikuushi e no Koiuta,2815,7.24,32034,1354,76731,192,136,13
15583,Date A Live,2062,7.41,300842,107,537876,7910,133,12
31904,Big Order (TV),9729,5.51,69295,736,145849,190,145,10
14515,Sasami-san@Ganbaranai,5107,6.7,22327,1475,68815,127,132,12
76,Mahou Shoujo Lyrical Nanoha,1835,7.47,33699,1297,80812,985,99,13
424,Dirty Pair,2883,7.22,3616,3370,17155,124,22,24
35928,Devils Line,4192,6.89,31675,1050,102078,599,153,12
5074,Tetsuwan Birdy Decode:02,951,7.79,19266,2142,39586,229,116,12
25517,Magic Kaito 1412,634,7.95,31023,1390,74288,724,139,24
29589,Denpa Kyoushi,3859,6.98,42252,1008,106837,252,141,24
447,Weiß Kreuz,4669,6.79,5848,3579,15278,171,73,25
32998,91 Days,743,7.88,146913,277,327084,3434,146,12
28981,Ame-iro Cocoa,10937,4.76,8627,3085,20318,6,141,12
34019,Tsugumomo,3380,7.11,32340,1282,82237,202,149,12
32491,Kanojo to Kanojo no Neko: Everything Flows,1021,7.75,35479,1372,75281,431,144,4
19815,No Game No Life,196,8.36,779431,8,1235114,38663,137,12
1133,Tenchi Muyou! GXP,2900,7.22,10916,2903,23166,127,89,26
1103,Shinkon Gattai Godannar!!,4767,6.77,3525,3934,12025,29,95,13
17389,Kingdom 2nd Season,147,8.41,26283,1692,56783,575,134,39
568,Bubblegum Crisis Tokyo 2040,3128,7.16,11043,2673,26793,152,75,26
24835,Mobile Suit Gundam-san,7446,6.21,2510,5478,5353,0,138,13
9776,A-Channel,3744,7.01,34450,1320,79397,309,125,12
16049,Toaru Kagaku no Railgun S,442,8.11,110426,470,217247,2497,133,24
2562,Shion no Ou,1427,7.6,8715,2733,25591,81,111,22
19067,Future Card Buddyfight,3594,7.05,1809,5293,5870,35,136,64
31143,Onsen Yousei Hakone-chan,8577,5.9,11701,2840,24133,13,143,13
652,Galaxy Angel Z,2778,7.24,3793,4678,7950,9,88,9
36864,Akkun to Kanojo,4120,6.91,21152,1648,58560,98,153,25
251,Kyou kara Maou!,900,7.81,27046,1339,77851,1392,97,78
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,3789,7.01,88982,538,193470,352,135,12
9756,Mahou Shoujo Madoka★Magica,139,8.43,444966,57,756570,38754,124,12
6033,Dragon Ball Kai,776,7.87,112374,528,197179,2008,117,97
384,Gantz,3189,7.15,123001,398,241999,2117,97,13
2476,School Days,8497,5.93,250567,175,418777,2675,110,12
154,Shaman King,871,7.83,133584,383,247032,3170,86,64
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,2401,7.34,11534,2647,27242,68,110,12
9314,Fractale,3795,7,29670,1468,69383,198,124,11
32949,Kuzu no Honkai,1795,7.48,147167,283,324465,3683,148,12
1536,Busou Renkin,1967,7.43,63240,776,137989,841,107,26
16405,"Boku no Imouto wa ""Osaka Okan""",8736,5.85,7136,3462,16247,8,132,12
38673,Mini Toji,7662,6.16,1560,5968,4347,4,156,10
35821,Chio-chan no Tsuugakuro,1720,7.5,28305,1479,68563,177,154,12
29017,Wooser no Sono Higurashi: Mugen-hen,5223,6.68,1687,6268,3839,5,142,13
1212,Oban Star-Racers,1598,7.54,18255,2265,36134,431,105,26
29325,Koukaku Kidoutai Arise: Alternative Architecture,2551,7.3,11021,2358,33553,46,141,10
36934,Captain Tsubasa (2018),1532,7.56,10756,2040,42742,209,153,52
26441,Junketsu no Maria,2924,7.21,48567,962,113538,201,140,12
1372,Taiho Shichau zo (TV),1494,7.58,5990,3255,18372,128,67,47
10372,Kamisama Dolls,3479,7.08,25700,1630,59479,78,126,13
31931,Full Metal Panic! Invisible Victory,1243,7.66,19430,1607,60843,223,153,12
9331,Yumekui Merry,3784,7.01,51566,964,113095,292,124,13
8425,Gosick,365,8.17,153164,237,358043,6836,124,24
2113,Tenkuu Senki Shurato,2399,7.34,3526,4789,7439,53,37,38
125,Futakoi,5779,6.56,13403,2549,29044,23,99,13
1186,Battle Athletess Daiundoukai (TV),3856,6.98,2337,5145,6276,30,71,26
435,Magic Knight Rayearth,1667,7.52,20322,1945,46208,470,59,20
18099,Recorder to Randoseru Mi☆,4924,6.74,9231,3416,16725,3,134,12
14045,Mangirl!,8340,5.98,10647,2775,25049,16,132,13
4884,Tales of the Abyss,2178,7.39,40082,1069,99298,570,115,26
1881,Sasami: Mahou Shoujo Club,5022,6.72,1725,5402,5552,16,105,13
36982,Micchiri Neko,4340,6.86,1837,5451,5454,16,152,39
33478,UQ Holder!: Mahou Sensei Negima! 2,3216,7.15,35083,1094,96177,234,151,12
863,Joshikousei: Girl's High,5447,6.63,11844,2570,28734,61,105,12
27947,Lupin III (2015),633,7.95,10666,2209,37701,233,143,24
267,Gungrave,718,7.9,51721,800,134550,2112,95,26
4382,Suzumiya Haruhi no Yuuutsu (2009),2719,7.26,206570,241,355022,1825,117,14
35370,Teekyuu 9,5216,6.68,3987,4435,9019,13,150,12
35857,Lupin III: Part 5,536,8.03,6168,3096,20252,156,153,24
1239,Bishoujo Senshi Sailor Moon SuperS,1275,7.65,39191,1399,73901,432,61,39
122,Full Moon wo Sagashite,530,8.03,33721,1327,78880,1684,89,52
28669,Go! Princess Precure,915,7.8,3060,4303,9722,205,140,50
5984,Ristorante Paradiso,2040,7.42,9728,2418,31962,130,117,11
670,Lamune,4250,6.88,15216,2310,34711,65,103,12
31798,Kiznaiver,1594,7.54,194319,190,400266,3128,145,12
12021,Poyopoyo Kansatsu Nikki,1054,7.74,6923,3368,17109,137,128,52
973,Glass no Kantai: La Legende du Vent de l'Univers,5444,6.63,2716,4312,9719,22,105,24
31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,974,7.77,2641,4970,6805,27,143,22
10719,Boku wa Tomodachi ga Sukunai,2060,7.41,293121,114,517880,3531,127,12
30123,Akagami no Shirayuki-hime,724,7.89,153632,286,322774,4249,142,12
8057,Shin Koihime†Musou: Otome Tairan,3374,7.11,6643,3429,16550,25,121,12
1132,Digimon Frontier,2828,7.23,65783,997,108070,507,89,50
10884,Saki Achiga-hen: Episode of Side-A,2257,7.37,12420,2595,28163,123,129,12
321,Najica Dengeki Sakusen,8121,6.05,5233,3984,11690,9,87,12
19363,Gin no Saji 2nd Season,216,8.32,62632,1054,101599,512,136,11
35835,RErideD: Tokigoe no Derrida,8945,5.79,7862,2402,32430,26,155,12
32039,Show By Rock!! Short!!,6421,6.43,3488,4365,9342,16,146,12
21105,Love Stage!!,1542,7.56,78067,753,142427,1510,138,10
6980,Kaidan Restaurant,2429,7.33,3648,3877,12448,44,119,23
39468,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,4689,6.78,2320,3158,19641,29,159,14
37349,Goblin Slayer,1305,7.64,217971,178,416199,3316,155,12
37086,Kakegurui××,1873,7.46,76178,548,191183,644,156,12
490,Paniponi Dash!,1735,7.5,16255,1880,48704,365,102,26
169,Shingetsutan Tsukihime,3816,7,55256,905,120335,608,95,12
874,Digimon Tamers,1241,7.66,83483,798,134951,1419,85,51
38295,Joshikausei,8832,5.82,11325,2411,32120,20,157,12
26443,Triage X,6525,6.41,40587,1082,97238,175,141,10
1163,Neo Ranga,5934,6.53,1827,4446,8941,16,73,48
68,Black Cat,1857,7.46,97001,514,203033,1822,103,23
27991,K: Return of Kings,1047,7.74,92904,513,204015,1036,143,13
37188,Fumikiri Jikan,6298,6.45,11581,2730,25598,10,153,12
5525,07-Ghost,2408,7.33,79255,656,162385,2136,117,25
789,Shinigami no Ballad.,3889,6.98,16252,2185,38695,87,105,6
222,Mezzo DSA,4906,6.74,6383,3585,15055,26,96,13
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,899,7.81,2476,4513,8694,116,66,373
649,Hanaukyou Maid-tai: La Verite,4326,6.86,8541,3276,18082,17,97,12
32887,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,3269,7.13,88972,478,215133,466,149,12
294,Divergence Eve,8251,6,3080,4301,9725,6,94,13
38691,Dr. Stone,282,8.26,81247,280,325526,3431,158,24
14075,Zetsuen no Tempest,479,8.08,182453,188,401626,5888,131,24
35240,Princess Principal,1160,7.7,45553,887,122848,980,150,12
5914,Kanamemo,3988,6.95,11991,2466,30675,72,118,13
2161,Skull Man,5063,6.71,6553,2936,22666,56,109,13
27629,Tantei Kageki Milky Holmes TD,6230,6.47,2258,4957,6847,6,140,12
6895,Hakuouki,1697,7.51,52791,882,123849,1930,121,12
30782,Bikini Warriors,10245,5.28,24786,1706,55914,105,142,12
153,Juuni Kokuki,436,8.11,31732,1088,96804,2087,89,45
2001,Tengen Toppa Gurren Lagann,42,8.71,530750,27,951126,57765,109,27
782,Gasaraki,5193,6.68,4147,3571,15338,31,75,25
634,Koi Kaze,2789,7.24,22210,1572,62252,422,97,13
684,Tenshi no Shippo Chu!,5635,6.59,1834,5874,4491,4,93,11
223,Dragon Ball,402,8.13,341272,102,544705,10618,24,153
30746,Fushigi na Somera-chan,8538,5.91,4989,4113,10836,11,143,12
481,Yu☆Gi☆Oh! Duel Monsters,1552,7.56,134649,450,222895,3090,81,224
131,Saiyuuki Reload Gunlock,1736,7.5,6354,3352,17264,47,97,26
1172,Slayers Try,736,7.89,23501,2051,41972,217,69,26
8129,Kuragehime,329,8.19,76171,704,152935,3374,123,11
25157,Trinity Seven,2270,7.37,237463,159,440999,2941,139,12
817,Tactical Roar,6126,6.49,3061,4617,8143,9,104,13
3503,Kanokon,5579,6.6,86347,592,176848,577,113,12
31588,All Out!!,2997,7.19,28518,1403,73572,267,147,25
35968,Wotaku ni Koi wa Muzukashii,504,8.06,131962,324,286606,2903,153,11
914,Ike! Ina-chuu Takkyuubu,1331,7.63,3371,3974,11768,119,61,26
31540,Sekkou Boys,6922,6.33,16405,2124,39958,66,144,12
2129,True Tears,1922,7.45,77911,674,157786,856,112,13
648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,7407,6.22,2253,5102,6411,7,98,13
34102,Sakurada Reset,2044,7.42,23580,1067,99395,427,149,24
31139,Ame-iro Cocoa: Rainy Color e Youkoso!,10859,4.84,3763,4575,8392,3,143,12
6574,Hanamaru Youchien,2199,7.38,24809,1702,56133,163,120,12
34565,Jikan no Shihaisha,6501,6.41,13324,1779,52638,74,150,13
75,Soukyuu no Fafner: Dead Aggressor,2394,7.34,11301,2260,36261,233,98,25
23213,Kantoku Fuyuki Todoki,8450,5.94,1991,5424,5515,5,137,13
4334,Heroman,4204,6.89,10712,2469,30872,67,121,26
38301,Kouya no Kotobuki Hikoutai,3806,7,5605,3014,21482,47,156,12
795,Oniisama e...,853,7.84,4995,3024,21254,466,46,39
36838,Gintama.: Shirogane no Tamashii-hen,34,8.76,33547,1356,76714,593,152,12
6203,Sasameki Koto,3203,7.15,19021,1851,49622,272,119,13
546,Wind: A Breath of Heart (TV),8130,6.05,3258,4348,9412,6,98,13
1167,Samurai Gun,8047,6.07,2106,4915,7001,8,99,12
37497,Irozuku Sekai no Ashita kara,1307,7.64,55221,685,156272,1036,155,13
7645,Heartcatch Precure!,754,7.88,6523,3130,19850,423,120,49
30205,Aoharu x Kikanjuu,2656,7.27,71893,690,155414,1152,142,12
50,Aa! Megami-sama! (TV),2056,7.41,60978,889,122423,1066,100,24
4181,Clannad: After Story,12,8.98,415632,62,717574,53090,115,24
36943,Tachibanakan Triangle,9410,5.63,13936,2135,39662,49,153,12
32228,Teekyuu 7,4878,6.75,5997,4025,11378,14,144,12
31439,Wagamama High Spec,9866,5.45,10446,2615,27538,39,145,12
880,Aa! Megami-sama!: Sorezore no Tsubasa,1294,7.64,28482,1780,52421,174,105,22
30437,Wakako-zake,5174,6.69,15074,2576,28617,100,142,12
845,Kiba,2203,7.38,25561,1595,61553,432,105,51
626,Mamotte Shugogetten!,4909,6.74,2019,5098,6408,13,75,22
4903,Kyou no 5 no 2 (TV),2706,7.26,11260,2559,28916,40,115,13
325,Peach Girl,3369,7.11,34297,1515,66613,737,100,25
919,Ray The Animation,5040,6.71,3069,4134,10636,12,105,13
36800,Amanchu! Advance,3034,7.18,8061,2871,23669,27,153,12
12123,Yurumates 3D,6850,6.34,3245,4964,6778,6,129,13
9330,Dragon Crisis!,4488,6.82,68575,820,131763,300,124,12
22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,4050,6.93,13383,2281,35548,64,138,12
64,Rozen Maiden,1707,7.51,78761,661,161017,1971,99,12
353,Ojamajo Doremi Dokkaan!,1371,7.62,4184,4292,9793,122,88,51
37521,Vinland Saga,80,8.57,43839,461,218900,1813,158,24
878,Zegapain,2185,7.39,8626,2665,26953,155,105,26
27655,Aldnoah.Zero 2nd Season,3461,7.08,139527,432,228737,1057,140,12
24231,Hitsugi no Chaika: Avenging Battle,2630,7.28,78827,747,143311,157,139,10
5005,Tentai Senshi Sunred,739,7.89,5064,3339,17417,190,115,26
6030,Needless,2335,7.35,48068,951,114729,542,118,24
3389,Bus Gamer,5560,6.6,13450,2878,23531,42,112,3
34525,Centaur no Nayami,5768,6.56,22450,1648,58587,94,150,12
23135,PriPara,1372,7.62,2151,3773,13383,262,138,140
107,Ou Dorobou Jing,2607,7.29,11606,2503,30059,199,89,13
16169,Choboraunyopomi Gekijou Ai Mai Mii,8672,5.87,10311,2844,24037,39,132,13
31845,Masou Gakuen HxH,6654,6.38,61920,710,151698,454,146,12
14093,Pokemon Best Wishes! Season 2,5696,6.58,18119,2347,33808,38,130,24
3299,H2O: Footprints in the Sand,3140,7.16,39876,1319,79525,409,112,12
1564,Pokemon Advanced Generation,3066,7.18,63744,1007,107071,369,91,192
15451,High School DxD New,1130,7.71,313590,127,494239,4048,134,12
20853,Hitsugi no Chaika,2239,7.37,122805,363,261334,704,137,12
34822,Tsuki ga Kirei,270,8.28,109514,407,239104,4564,149,12
37806,Gunjou no Magmell,8114,6.05,14957,1728,55106,111,157,13
1037,Saint Beast: Seijuu Kourin-hen,8092,6.06,2191,4819,7335,12,93,6
12863,Pretty Rhythm: Dear My Future,4253,6.88,1684,5516,5261,26,129,51
11617,High School DxD,1556,7.55,447507,61,724441,15020,128,12
25731,Cross Ange: Tenshi to Ryuu no Rondo,1819,7.47,54595,840,129613,1189,139,25
1555,Tokimeki Memorial: Only Love,3293,7.13,12748,2490,30362,97,107,25
23945,Majimoji Rurumo,4174,6.9,23854,1709,55794,66,138,12
1840,Zero no Tsukaima: Futatsuki no Kishi,1380,7.62,220672,247,351913,1277,110,12
278,Viewtiful Joe,4482,6.83,3444,4625,8143,28,99,51
37869,BanG Dream! 2nd Season,987,7.76,6135,3454,16382,248,156,13
6112,Shin Koihime†Musou,4148,6.91,9813,2721,25728,42,119,12
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,194,8.36,380422,85,617971,7148,148,10
3467,Nogizaka Haruka no Himitsu,2562,7.3,53985,1020,104835,405,114,12
36000,Sora to Umi no Aida,9089,5.74,3399,3542,15596,20,155,12
2602,Kenkou Zenrakei Suieibu Umishou,2965,7.2,14177,2427,31663,88,110,13
5678,Kobato.,520,8.04,43866,899,120965,1491,119,24
5941,Cross Game,132,8.44,34575,1237,84343,2443,117,50
30344,The iDOLM@STER Cinderella Girls 2nd Season,2181,7.39,12725,2656,27091,154,142,12
19429,Akuma no Riddle,4889,6.74,90756,545,191169,935,137,12
20973,Sekai Seifuku: Bouryaku no Zvezda,3250,7.14,41581,1017,105207,276,136,12
243,Gravitation,3143,7.16,48404,1207,86509,1267,83,13
4209,Mission-E,5855,6.54,1698,5744,4732,4,114,12
334,Marmalade Boy,1425,7.6,13553,2325,34510,500,57,76
23551,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,8263,6,4959,4266,9908,4,138,12
37036,Binan Koukou Chikyuu Boueibu Happy Kiss!,5663,6.58,1885,4742,7662,32,153,12
35760,Shingeki no Kyojin Season 3,102,8.5,273979,98,551408,5361,154,12
17681,Zettai Bouei Leviathan,6784,6.36,8617,2899,23203,36,133,13
1603,Super Robot Taisen OG: Divine Wars,4222,6.89,2327,5141,6294,15,107,25
39324,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",3117,7.17,25898,1334,77989,274,158,12
33573,BanG Dream!,3668,7.03,14189,2147,39549,306,148,13
941,Renkin San-kyuu Magical? Pokaan,3653,7.04,7721,2831,24259,101,105,12
786,Pugyuru,8974,5.78,1553,6541,3466,8,97,13
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,259,8.29,281915,144,458545,12100,141,13
10338,Honto ni Atta! Reibai Sensei,5567,6.6,2061,5125,6300,7,125,22
37578,Planet With,2252,7.37,15633,2107,40453,116,154,12
5034,Shikabane Hime: Kuro,2216,7.38,27076,1602,61192,110,116,12
1710,Rockman.EXE,3774,7.01,13502,2642,27302,131,89,56
9941,Tiger & Bunny,575,8.01,61632,671,159088,2628,125,25
506,Glass no Kamen,1905,7.45,1718,5197,6136,36,17,23
421,Stratos 4,5046,6.71,3502,4477,8819,25,92,13
20431,Hoozuki no Reitetsu,845,7.84,29503,1197,87138,918,136,13
4503,Choujikuu Kidan Southern Cross,5171,6.68,2334,5504,5282,18,17,23
688,Uta Kata,4624,6.8,7370,3112,20101,71,99,12
