ID,Title,Rank,Score,ScoredBy,Popularity,Members,Favorites,Season,Episodes
1546,Negima!?,3363,7.11,25548,1520,66247,304,107,26
1060,Oruchuban Ebichu,1801,7.48,13146,2317,34611,288,78,24
4192,Hayate no Gotoku!!,881,7.82,43356,1192,87568,512,117,25
22789,Barakamon,126,8.45,210892,191,400107,8952,138,12
1792,Overman King Gainer,4017,6.94,2614,4460,8874,25,91,26
12189,Hyouka,386,8.15,295110,72,659803,15082,129,22
18,Initial D Fourth Stage,312,8.2,47983,1239,84152,709,97,24
35067,Osomatsu-san 2nd Season,1260,7.66,10958,2321,34565,221,151,25
530,Bishoujo Senshi Sailor Moon,1038,7.74,106994,489,212598,7616,49,46
14511,Minami-ke Tadaima,1047,7.74,19735,2025,43205,63,132,13
147,Kimi ga Nozomu Eien,2472,7.32,56124,963,113344,1053,95,14
30948,Kowabon,10250,5.28,9674,2670,26859,23,143,13
3549,Allison to Lillia,2227,7.37,11797,2288,35198,156,113,26
1591,Kujibiki♥Unbalance,6905,6.33,3858,4071,11102,11,106,12
861,xxxHOLiC,493,8.07,84324,495,210994,3735,105,24
38150,Namu Amida Butsu!: Rendai Utena,7814,6.13,1553,4346,9437,16,157,12
19291,Pokemon XY,2130,7.4,31761,1537,65040,305,135,93
4975,ChäoS;HEAd,6201,6.47,125208,413,234990,760,115,12
1473,City Hunter '91,801,7.86,4717,4110,10860,30,45,13
32717,Aikatsu Stars!,1065,7.73,2009,4037,11306,194,145,100
31741,Magi: Sinbad no Bouken (TV),488,8.07,110603,454,221027,907,145,13
31339,Drifters,552,8.02,149849,304,310194,2417,147,12
1808,Kamichama Karin,2025,7.42,15802,2184,38724,465,109,26
32867,Bungou Stray Dogs 2nd Season,246,8.29,155870,314,293146,3157,147,12
12413,Jormungand,702,7.91,98187,459,220020,2147,129,12
25681,Kamisama Hajimemashita◎,290,8.25,93790,594,175940,1336,140,12
1164,Mahou Senshi Louie,2894,7.22,7224,3443,16456,68,85,24
3322,Wagaya no Oinari-sama.,2726,7.26,9796,2639,27341,80,113,24
8676,Amagami SS,1813,7.47,105645,412,235076,1780,122,25
879,Simoun,1742,7.5,8871,2379,32964,418,105,26
322,Paradise Kiss,765,7.88,58026,906,120176,2261,103,12
20787,Black Bullet,2413,7.33,306117,95,561047,3314,137,13
30524,Kagewani,6210,6.47,9779,2745,25402,32,143,13
21877,High Score Girl,495,8.06,38648,1165,89860,1164,154,12
2164,Dennou Coil,417,8.12,31998,999,107811,1463,109,26
2543,Robin Hood no Daibouken,2897,7.22,2746,5351,5688,19,42,52
288,Bakuten Shoot Beyblade,4572,6.8,44693,1433,71440,313,84,51
11457,Chibi☆Devi!,4444,6.83,3283,4096,10958,46,127,75
9926,Sekaiichi Hatsukoi,572,8.01,77494,767,139389,3163,125,12
33733,Inazuma Eleven: Ares no Tenbin,4025,6.94,5075,3514,15840,80,153,26
38212,"Shuudengo, Capsule Hotel de, Joushi ni Binetsu Tsutawaru Yoru.",9965,5.43,2352,4320,9692,56,155,12
1210,NHK ni Youkoso!,195,8.36,215520,150,450588,18204,106,24
34580,Nana Maru San Batsu,4654,6.79,22588,1727,55030,70,150,12
5962,Metal Fight Beyblade,5006,6.72,18935,2412,32162,158,117,51
1695,Les Misérables: Shoujo Cosette,649,7.94,4224,3450,16424,153,108,52
15883,Fantasista Doll,7430,6.21,8084,2932,22702,17,134,12
4999,Asu no Yoichi!,4158,6.9,84311,702,153103,333,116,12
20329,Koroshiya-san: The Hired Gun,9494,5.6,2082,5345,5702,4,135,10
690,Kyuuketsuhime Miyu (TV),2972,7.2,8634,2604,28093,171,71,26
352,Motto! Ojamajo Doremi,2297,7.36,6173,3784,13195,89,84,50
34881,Aho Girl,3220,7.14,120387,426,230342,705,150,12
5300,Zoku Natsume Yuujinchou,71,8.61,87516,621,169482,1308,116,13
1450,Brigadoon: Marin to Melan,2362,7.34,2043,4467,8910,117,82,26
2004,Hanada Shounen-shi,446,8.1,2804,4282,9846,103,91,25
31422,Minami Kamakura Koukou Joshi Jitenshabu,7322,6.24,4724,3608,14857,7,148,12
32673,Udon no Kuni no Kiniro Kemari,931,7.8,31032,1332,78447,414,147,12
163,Power Stone,5898,6.54,2726,5352,5687,19,77,26
344,Futatsu no Spica,1975,7.43,2897,4726,7730,59,95,20
10257,Pretty Rhythm: Aurora Dream,1640,7.53,4194,3722,13678,136,125,51
37952,Shoumetsu Toshi,9614,5.56,7585,2023,43414,50,157,12
37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,2702,7.26,132068,371,257753,1456,154,12
1722,Nagasarete Airantou,2303,7.36,31614,1499,67301,310,109,26
35843,Gintama.: Porori-hen,87,8.53,38441,1280,82480,615,151,13
5670,GA: Geijutsuka Art Design Class,3047,7.18,5140,3492,15961,58,118,12
250,Konjiki no Gash Bell!!,1366,7.62,34348,1301,80580,988,93,150
158,Maria-sama ga Miteru,2071,7.41,15453,1948,46254,614,96,13
27787,Nisekoi:,1796,7.48,211199,238,356497,1743,141,12
165,RahXephon,1801,7.48,33610,1180,88382,892,88,26
295,Divergence Eve 2: Misaki Chronicles,6779,6.35,1942,5296,5829,9,96,13
1693,Reideen,5554,6.61,2156,4922,6993,7,108,26
32805,Nyanbo!,6819,6.35,1501,5583,5126,7,147,26
15059,Initial D Fifth Stage,387,8.15,32451,1561,62887,357,131,14
21995,Ao Haru Ride,935,7.79,223266,179,413293,5569,138,12
10217,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,8089,6.05,1709,5043,6561,4,126,12
7082,Shugo Chara! Party!,5053,6.71,24950,1771,53077,261,119,25
1231,Saber Marionette J to X,2310,7.36,5766,4039,11277,37,75,26
8426,Hourou Musuko,943,7.79,28343,1219,85446,838,124,11
6347,Baka to Test to Shoukanjuu,1087,7.72,244779,156,444366,5360,120,13
10793,Guilty Crown,1217,7.67,394075,56,757720,16348,127,22
1655,Nerima Daikon Brothers,2035,7.42,2802,4937,6931,72,104,12
8624,Digimon Xros Wars,4166,6.9,14808,2420,32014,89,122,30
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,227,8.31,87387,564,186275,6059,111,26
93,Mobile Suit Gundam SEED,809,7.86,70682,875,124423,3429,91,50
61,D.N.Angel,2618,7.28,80053,701,153263,1465,93,26
25183,Gangsta.,1903,7.45,167613,266,339056,2337,142,12
36475,Sword Art Online Alternative: Gun Gale Online,2611,7.29,121098,348,272660,965,153,12
24625,Gundam Build Fighters Try,2152,7.39,15014,2585,28375,102,139,25
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,2853,7.23,147600,321,288341,1630,132,13
18679,Kill la Kill,370,8.17,504725,30,944410,26718,135,24
24705,"Ore, Twintail ni Narimasu.",5353,6.65,42353,993,108230,429,139,12
11759,Accel World,1810,7.47,268242,123,503284,3934,129,24
1942,Rocket Girls,3964,6.96,2146,5111,6375,8,108,12
22507,Initial D Final Stage,262,8.28,28929,1687,56944,362,137,4
9074,Arakawa Under the Bridge x Bridge,910,7.8,60792,933,116281,374,123,13
29854,Ushio to Tora (TV),1296,7.65,62944,731,147447,606,142,26
9367,Freezing,3557,7.06,125005,424,231200,1127,124,12
34934,Koi to Uso,4854,6.75,87840,526,197586,809,150,12
10232,Tamayura: Hitotose,2489,7.32,9730,2328,34253,119,127,12
17249,Pretty Rhythm: Rainbow Live,1106,7.72,2389,4708,7845,142,133,51
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,35,8.76,97880,468,217607,8096,155,39
28025,Tsukimonogatari,358,8.18,129751,418,233625,676,139,4
1946,Ashita no Nadja,1234,7.66,7023,3067,20489,209,92,50
37799,Tokyo Ghoul:re 2nd Season,6053,6.51,96808,436,227640,1555,155,12
34745,Mahoujin Guruguru (2017),704,7.91,6755,2842,24043,211,150,24
13601,Psycho-Pass,144,8.42,449871,35,919243,27929,131,22
6582,Tentai Senshi Sunred 2nd Season,599,7.99,2772,5156,6241,26,119,26
1932,Yes! Precure 5,2817,7.24,3560,4275,9892,72,108,49
15651,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,2340,7.35,9775,2607,28003,40,135,25
2817,Cinderella Monogatari,1967,7.43,2398,5551,5175,39,65,26
2159,Ookiku Furikabutte,541,8.03,28548,1457,69785,1588,109,25
5973,Fight Ippatsu! Juuden-chan!!,4900,6.74,11343,2702,26184,49,118,12
558,Major S2,211,8.33,30687,1912,47674,266,104,26
1279,Taiyou no Ko Esteban,1112,7.72,3512,4619,8153,73,10,39
953,Jyu Oh Sei,2466,7.32,26444,1675,57164,360,105,11
1599,Eat-Man '98,4408,6.84,1572,6227,3910,6,75,12
22043,Fairy Tail (2014),513,8.04,244675,116,514685,10783,137,102
961,Virtua Fighter,3216,7.15,2793,5177,6194,21,63,35
2744,Potemayo,2385,7.34,5374,3724,13762,64,110,12
4981,Casshern Sins,1504,7.57,39542,948,114926,1313,115,24
5041,Guin Saga,2836,7.23,11692,2312,34714,123,117,26
37569,Sirius,2983,7.2,40975,973,111830,348,154,12
10456,Kyoukaisenjou no Horizon,3010,7.19,48693,803,133900,783,127,13
9919,Ao no Exorcist,967,7.77,619084,17,1044818,14592,125,25
1157,Final Fantasy: Unlimited,7161,6.27,12741,2508,30016,89,87,25
4725,Ga-Rei: Zero,1188,7.68,78629,561,186820,2019,115,12
22225,Momo Kyun Sword,9341,5.65,7056,2712,25950,21,138,12
1629,Devilman Lady,4743,6.77,3651,3654,14483,72,75,26
12929,Saint Seiya Omega,6561,6.4,12620,2362,33513,160,129,97
3359,Amatsuki,3896,6.97,22348,1853,49584,141,113,13
25099,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",3846,6.99,73207,695,155089,309,143,12
1579,Kiniro no Corda: Primo Passo,1459,7.59,38899,1340,77806,1136,107,25
2041,Ai to Yuuki no Pig Girl Tonde Buurin,5177,6.68,3356,4721,7758,39,59,51
34903,RoboMasters the Animated Series,5801,6.56,1925,4187,10360,15,151,6
15061,Aikatsu!,1896,7.45,5761,2664,26972,659,131,178
32981,Hand Shakers,9460,5.61,21367,1376,75012,190,148,12
19703,Kyousou Giga (TV),828,7.85,35992,910,119961,1573,135,10
33814,Ao Oni The Animation,10290,5.25,6414,3687,14095,9,147,13
411,Gun x Sword,2423,7.33,25603,1641,58921,316,102,26
130,Saiyuuki Reload,1767,7.49,9738,2781,24934,103,95,25
6594,Katanagatari,162,8.4,137674,258,344908,8666,120,12
19163,Date A Live II,2099,7.4,199698,267,338028,1875,137,10
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,3946,6.96,2860,4448,8925,25,106,13
37786,Yagate Kimi ni Naru,562,8.02,42927,931,117116,1966,155,13
38080,Kono Oto Tomare!,947,7.79,20080,1629,60002,351,157,13
27989,Hibike! Euphonium,555,8.02,113104,375,253498,4300,141,13
331,Mahoujin Guruguru,1154,7.7,2248,4741,7639,60,59,45
5967,Kinnikuman II Sei: Ultimate Muscle,3834,6.99,2195,5894,4481,6,97,13
3081,Attacker You!,5327,6.65,1890,5954,4375,18,17,58
1678,Cyborg 009: The Cyborg Soldier,2365,7.34,7958,2991,21683,149,87,50
33046,B-Project: Kodou*Ambitious,4834,6.75,10062,2466,30924,188,146,12
35834,Angolmois: Genkou Kassenki,2873,7.22,15609,2216,37570,81,154,12
189,Love Hina,2890,7.22,107281,520,200644,1504,81,24
204,Yumeria,7558,6.19,10730,2920,22887,31,96,12
1519,Black Lagoon: The Second Barrage,292,8.24,187949,310,303117,2114,107,12
2904,Code Geass: Hangyaku no Lelouch R2,19,8.93,643691,26,958272,51543,113,25
9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei),7027,6.3,9335,2931,22700,6,124,11
4726,Druaga no Tou: The Sword of Uruk,2505,7.31,31899,1614,60348,87,116,12
11859,Queen's Blade: Rebellion,6470,6.42,9946,2470,30876,48,129,12
23269,Hello!! Kiniro Mosaic,1454,7.59,25794,1716,55444,237,141,12
614,Okusama wa Mahou Shoujo,6750,6.36,2005,4930,6907,8,102,13
396,Seikai no Senki,964,7.78,11436,2774,25066,245,81,13
35997,Märchen Mädchen,9899,5.45,9442,2452,31099,31,152,10
5220,Shangri-La,3375,7.11,14506,1895,48273,119,117,24
35557,Houseki no Kuni,133,8.44,88406,498,209187,5826,151,12
13161,Hagure Yuusha no Aesthetica,3392,7.1,135765,368,259493,1013,130,12
34636,Ballroom e Youkoso,244,8.29,69420,662,160710,1872,150,24
525,Otogizoushi,3715,7.02,3372,3740,13535,41,98,26
36516,Beatless,7109,6.28,24660,978,111202,355,152,20
34978,Nobunaga no Shinobi: Ise Kanegasaki-hen,3161,7.16,3847,4614,8188,4,149,26
6634,Sengoku Basara Two,1320,7.64,25971,1729,54890,185,122,12
5485,Shin Mazinger Shougeki! Z-hen,836,7.85,3338,4026,11279,136,117,26
35756,Comic Girls,1582,7.54,34207,1208,86429,453,153,12
32977,Aggressive Retsuko,1169,7.69,12063,2137,39743,225,145,100
36817,Sunohara-sou no Kanrinin-san,3620,7.05,19658,1584,61941,221,154,12
4443,Duel Masters Charge,7153,6.27,1934,6239,3894,3,97,52
14713,Kamisama Hajimemashita,423,8.12,163886,290,320320,7778,131,13
12291,Acchi Kocchi (TV),1442,7.59,94514,503,207401,2102,129,12
31157,ClassicaLoid,6226,6.46,3766,3081,20288,67,147,25
257,Ikkitousen,5881,6.54,53516,929,117091,415,94,13
7088,Ichiban Ushiro no Daimaou,3477,7.08,188100,287,322004,1095,121,12
8410,Metal Fight Beyblade: Baku,4374,6.85,10210,3327,17551,59,121,51
479,Ueki no Housoku,876,7.83,34569,1238,84318,818,101,51
39221,Bem,8236,6.01,5428,2230,37164,47,158,12
6746,Durarara!!,290,8.25,427146,41,873550,26878,120,24
3604,Hidamari Sketch x 365,781,7.87,12319,2808,24486,146,114,13
3363,RD Sennou Chousashitsu,3105,7.17,4560,3046,20887,46,113,26
10572,Ro-Kyu-Bu!,3999,6.95,27764,1542,64176,199,126,12
6,Trigun,258,8.29,227661,152,446439,11125,73,26
38814,Nobunaga-sensei no Osanazuma,9932,5.44,13243,2225,37353,64,157,12
857,Air Gear,1352,7.62,136751,361,262078,3474,105,25
3712,Zero no Tsukaima: Princesses no Rondo,1687,7.52,193798,300,312986,836,114,12
2130,Kaibutsu Oujo,3436,7.09,21199,1628,59713,200,109,25
35789,Yowamushi Pedal: Glory Line,1296,7.65,11697,2527,29496,88,152,25
31098,Ushio to Tora (TV) 2nd Season,548,8.03,40200,1270,82719,275,145,13
7079,Ookamikakushi,6550,6.4,25996,1587,61602,88,120,12
15313,Wooser no Sono Higurashi,7061,6.3,4476,4258,9938,23,131,12
356,Fate/stay night,1828,7.47,317568,91,587578,6358,104,24
8937,Toaru Majutsu no Index II,1060,7.74,154864,318,290109,1548,123,24
5028,Major S5,115,8.47,27328,1952,46240,498,116,25
17849,Sparrow's Hotel,9657,5.52,4109,4583,8233,9,133,12
34086,Tales of Zestiria the Cross 2nd Season,2006,7.43,47780,1021,104840,207,148,13
33654,Hitorijime My Hero,1419,7.6,25522,1622,60065,775,150,12
6573,Darker than Black: Ryuusei no Gemini,1582,7.54,178650,309,306197,1506,119,12
1583,009-1,6880,6.33,4665,3603,14915,23,107,12
20931,Oneechan ga Kita,6264,6.46,37982,1420,72114,61,136,12
9981,Phi Brain: Kami no Puzzle,2717,7.26,33368,1218,85507,223,127,25
10049,Nurarihyon no Mago: Sennen Makyou,473,8.08,58919,960,113658,595,126,24
1567,Kaitou Saint Tail,1284,7.65,4725,3836,12745,151,63,43
13115,Hakuouki Reimeiroku,1479,7.58,15898,2059,41808,145,130,12
2331,Uchuu Densetsu Ulysses 31,3192,7.15,1529,6402,3602,23,7,26
1533,Ai Tenshi Densetsu Wedding Peach,4729,6.77,6872,3483,16111,106,61,51
30307,Monster Musume no Iru Nichijou,2799,7.24,211578,207,386592,2709,142,12
38787,Senryuu Shoujo,1679,7.52,27671,1367,75786,247,157,12
242,Gokusen,1866,7.46,14865,2519,29809,186,96,13
31988,Hibike! Euphonium 2,236,8.3,62307,872,124920,1763,147,13
38920,Kochouki: Wakaki Nobunaga,5587,6.6,2942,3456,16346,53,158,12
35427,Animegataris,5824,6.55,20173,1780,52652,82,151,12
38186,Bokutachi wa Benkyou ga Dekinai,1967,7.43,51836,859,127926,688,157,13
17909,Uchouten Kazoku,660,7.94,39221,925,118113,1229,134,13
35714,Yami Shibai 5,7056,6.3,5996,3794,13192,9,150,13
21573,Senki Zesshou Symphogear GX,1741,7.5,13072,2466,31048,365,142,13
21033,Seikoku no Dragonar,5267,6.67,68835,769,139152,215,137,12
109,Bakuretsu Tenshi,4231,6.88,25119,1664,57769,255,97,24
34620,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,4909,6.74,10481,1641,58931,188,157,26
37487,Muhyo to Rouji no Mahouritsu Soudan Jimusho,5013,6.72,5455,2707,26064,35,154,12
30127,Danchigai,5438,6.63,33639,1465,69504,90,142,12
771,Ginyuu Mokushiroku Meine Liebe Wieder,4793,6.76,1890,5266,5938,12,104,13
3772,Saiko Robot Kombock,9932,5.44,1617,6746,3189,3,95,25
1021,Kaikan Phrase,1793,7.48,3021,4226,10166,114,77,44
72,Full Metal Panic? Fumoffu,404,8.13,138857,439,226853,2818,94,12
33041,Bubuki Buranki: Hoshi no Kyojin,4087,6.92,8496,3045,20964,20,147,12
36704,Free!: Dive to the Future,1127,7.71,20615,1551,63221,317,154,12
21939,Mushishi Zoku Shou,37,8.73,72741,585,179399,1106,137,10
1889,Higurashi no Naku Koro ni Kai,228,8.31,164124,305,310087,5688,110,24
13333,Tari Tari,2222,7.38,44940,950,114811,494,130,13
35757,Gin no Guardian II,4539,6.81,12801,2308,34769,65,152,6
34984,Koi wa Ameagari no You ni,1424,7.6,55807,752,142584,689,152,12
6802,So Ra No Wo To,1492,7.58,42037,902,120574,1310,120,12
17247,Machine-Doll wa Kizutsukanai,2635,7.28,107651,456,220142,623,135,12
30544,Gakusen Toshi Asterisk,3432,7.09,191559,245,352032,1646,143,12
38328,Azur Lane,2997,7.17,4065,2107,40721,288,159,12
173,Tactics,2648,7.28,11247,2354,33605,173,99,25
28013,Macross Δ,2556,7.3,16510,1794,52078,362,145,26
168,s.CRY.ed,2042,7.42,31347,1519,66310,629,86,26
4021,Seiyou Kottou Yougashiten: Antique,3322,7.12,11833,2613,27827,98,114,12
34368,Vatican Kiseki Chousakan,6430,6.43,11520,2244,36663,70,150,12
38226,Choukadou Girl ⅙,7752,6.14,3880,4177,10420,17,157,12
33589,ViVid Strike!,2906,7.22,11666,2081,41209,104,147,12
34550,Warau Salesman New,7147,6.28,4497,3734,13684,12,149,12
24703,High School DxD BorN,1392,7.61,244043,182,406967,3207,141,12
249,InuYasha,700,7.91,207392,160,440950,14103,83,167
36513,Rokuhoudou Yotsuiro Biyori,1319,7.64,6169,3290,17971,88,153,12
342,Starship Operators,3693,7.03,4181,3890,12345,37,100,13
2923,Shugo Chara!,1609,7.54,71453,676,157501,3359,111,51
23311,Garo: Honoo no Kokuin,1831,7.47,35744,1038,103119,370,139,24
853,Ouran Koukou Host Club,232,8.31,375802,84,620596,26074,105,26
33788,Marginal#4: Kiss kara Tsukuru Big Bang,4649,6.79,3161,3972,11785,82,148,12
31240,Re:Zero kara Hajimeru Isekai Seikatsu,197,8.36,588858,25,967777,35037,145,25
406,Buzzer Beater,5378,6.64,4797,4079,11034,12,100,13
2037,Hime-chan no Ribbon,1582,7.54,1704,5404,5496,50,51,61
297,Grenadier: Hohoemi no Senshi,4687,6.78,21298,1961,45674,66,99,12
5356,Canaan,2461,7.32,67358,631,166266,836,118,13
12549,"Dakara Boku wa, H ga Dekinai.",4532,6.81,142318,342,276308,743,130,12
2112,Over Drive,1262,7.66,16592,2274,35823,216,109,26
11739,Kimi to Boku. 2,506,8.05,30748,1576,61997,333,129,13
4189,Fuyu no Sonata,1783,7.48,3673,3247,18359,67,119,26
18153,Kyoukai no Kanata,827,7.85,312717,77,634809,8986,135,12
318,Hand Maid May,4579,6.8,11074,2909,23007,33,82,10
6129,Umi Monogatari: Anata ga Ite Kureta Koto,5115,6.7,5188,3101,20165,29,118,12
6211,Tokyo Magnitude 8.0,428,8.12,80740,553,188427,1468,118,11
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,2450,7.32,9033,3251,18191,45,125,24
36593,Hug tto! Precure,754,7.88,1784,4570,8409,119,152,49
849,Suzumiya Haruhi no Yuuutsu,638,7.95,339908,82,624744,14755,105,14
603,Futari wa Precure,3638,7.04,10264,2610,27945,183,96,49
6201,Princess Lover!,4145,6.91,79626,722,148589,325,118,12
30385,Valkyrie Drive: Mermaid,7344,6.24,30056,1271,82604,302,143,12
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,1213,7.67,79336,681,156794,2176,146,11
1454,Kemonozume,1874,7.46,13621,1821,51019,387,106,13
5307,Sora wo Kakeru Shoujo,3599,7.05,6392,3038,20813,44,116,26
4744,Akaneiro ni Somaru Saka,5713,6.57,65803,901,120586,249,115,12
18097,Inazuma Eleven Go: Galaxy,4245,6.88,11345,3017,21386,86,133,43
586,Ayakashi: Japanese Classic Horror,1653,7.52,17791,1886,48454,204,104,11
15417,Gintama': Enchousen,11,8.99,79919,669,160055,1826,131,13
1375,Watashi no Ashinaga Ojisan,815,7.86,3766,4375,9336,102,40,40
15379,Kotoura-san,2434,7.33,110593,487,212474,916,132,12
15043,Haitai Nanafa,8141,6.04,2674,4597,8257,15,131,13
9253,Steins;Gate,2,9.12,702484,7,1277193,114800,125,24
37675,Overlord III,413,8.13,179878,289,321681,2728,154,13
21325,Pupipo!,4385,6.85,8158,3426,16588,36,136,15
37154,Grimms Notes The Animation,7801,6.13,4912,2696,26331,54,156,12
7647,Arakawa Under the Bridge,1300,7.64,106452,390,242522,1944,121,13
33023,Touken Ranbu: Hanamaru,4222,6.89,11854,1688,56850,412,147,12
1823,Shin Hakkenden,2643,7.28,1522,6102,4121,18,77,26
14397,Chihayafuru 2,127,8.45,75480,771,139025,1357,132,25
26165,Yuri Kuma Arashi,3260,7.14,23976,1398,73912,640,140,12
24701,Mushishi Zoku Shou 2nd Season,30,8.78,60529,713,151454,903,139,10
38472,Isekai Quartet,1308,7.64,67552,628,167960,758,157,12
16051,Ro-Kyu-Bu! SS,2899,7.22,13972,2541,29213,49,134,12
31621,Ooyasan wa Shishunki!,5548,6.61,18724,2267,36058,28,144,12
246,Groove Adventure Rave,2289,7.36,28422,1376,75023,369,87,51
22265,Free!: Eternal Summer,880,7.82,126361,415,234005,2574,138,13
2706,Bakusou Kyoudai Let's & Go WGP,3506,7.07,2212,6231,3907,31,68,51
1126,Figure 17: Tsubasa & Hikaru,2585,7.29,2447,4301,9761,51,85,13
7054,Kaichou wa Maid-sama!,369,8.17,365689,79,630406,16373,121,26
31442,Musaigen no Phantom World,3882,6.98,137958,308,307864,974,144,13
31848,Ojisan to Marshmallow,5310,6.66,25960,1925,47200,55,144,12
1974,Glass no Kamen (2005),377,8.16,8263,2715,25922,422,101,51
37982,Domestic na Kanojo,3085,7.17,90972,540,192950,1775,156,12
32901,Eromanga-sensei,4641,6.79,191517,250,350876,2024,149,12
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,2799,7.24,19794,1889,48357,218,129,51
6956,Working!!,985,7.77,144803,312,295908,2195,121,13
31964,Boku no Hero Academia,167,8.39,742376,13,1142283,34509,145,13
1498,Black Blood Brothers,2911,7.21,45736,1245,83996,492,107,12
25013,Akatsuki no Yona,384,8.15,205469,171,424667,9841,139,24
11597,Nisemonogatari,317,8.2,259928,158,441725,3079,128,11
841,Colorful,7657,6.16,6875,3249,18390,43,78,16
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,1105,7.72,200221,221,374420,3547,132,10
18095,Nourin,4140,6.91,51574,896,121090,187,136,12
1195,Zero no Tsukaima,1809,7.48,311038,105,540986,7395,106,13
1508,Sci-fi Harry,7291,6.25,1782,5046,6596,16,83,20
38544,Egao no Daika,7663,6.16,7387,2770,25154,32,156,12
33019,Reikenzan: Eichi e no Shikaku,3687,7.03,11295,2496,30222,63,148,12
32962,Occultic;Nine,3729,7.02,48591,721,148681,418,147,12
111,Corrector Yui,4183,6.89,4330,4153,10508,41,77,52
33337,ACCA: 13-ku Kansatsu-ka,1119,7.71,41348,1090,96589,777,148,12
1025,Kachou Ouji,3562,7.06,5948,2952,22328,93,78,13
11751,Senki Zesshou Symphogear,3493,7.08,29703,1310,80011,880,128,13
2157,Koutetsushin Jeeg,3716,7.02,1756,5734,4807,10,109,13
37126,Nobunaga no Shinobi: Anegawa Ishiyama-hen,3609,7.05,2121,5381,5594,3,153,26
166,Samurai 7,1567,7.55,47730,1091,96520,687,98,26
935,Witchblade,2406,7.34,35327,1212,86023,539,105,24
39523,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,5132,6.69,4012,2307,35142,81,159,12
3655,Nabari no Ou,2247,7.37,53031,799,134557,1368,113,26
28391,Ao no Kanata no Four Rhythm,4438,6.83,45179,982,110336,480,144,12
232,Cardcaptor Sakura,309,8.2,136005,346,273551,11001,73,70
33421,Hitori no Shita: The Outcast,4591,6.8,26972,1328,78844,153,146,12
11697,Area no Kishi,2496,7.31,24333,1784,52427,229,128,37
15911,Yuyushiki,2012,7.43,29224,1358,76215,526,133,12
403,Hanaukyou Maid-tai,5241,6.67,10805,2808,24496,40,85,12
32313,Concrete Revolutio: Choujin Gensou - The Last Song,3340,7.11,10119,2687,26468,71,145,11
1956,Ikkitousen: Dragon Destiny,4241,6.88,29369,1615,60250,131,108,12
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,3771,7.01,145466,317,290285,916,145,12
24133,Taimadou Gakuen 35 Shiken Shoutai,3696,7.03,89920,555,188289,367,143,12
30901,Utawarerumono: Itsuwari no Kamen,2526,7.31,32647,1296,80786,338,143,25
24135,Nobunaga Concerto,1195,7.68,16010,2122,40038,248,138,10
667,Kashimashi: Girl Meets Girl,4990,6.72,18861,2131,39557,177,104,12
33377,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",7095,6.29,21038,1228,84909,187,147,24
20457,"Inari, Konkon, Koi Iroha.",2673,7.27,44242,1027,104269,237,136,10
10187,HenSemi (TV),5578,6.6,14224,2254,36424,69,125,13
9510,Mitsudomoe Zouryouchuu!,978,7.77,20468,2294,35144,80,124,8
14131,Girls & Panzer,1332,7.63,86055,587,178397,3238,131,12
1108,Senkaiden Houshin Engi,3021,7.19,5701,3759,13496,71,78,26
3342,Mnemosyne: Mnemosyne no Musume-tachi,2125,7.4,55908,793,135683,959,112,6
30749,Saijaku Muhai no Bahamut,4470,6.83,96586,515,202956,743,144,12
11783,Dog Days',2912,7.21,40578,1334,77993,151,130,13
1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,3432,7.09,2401,4676,7942,39,108,12
31578,JK Meshi!,11023,4.64,2773,4421,9118,2,143,26
4581,Shikabane Hime: Aka,2523,7.31,35710,1119,93931,225,115,13
4662,Neo Angelique Abyss: Second Age,3237,7.14,7092,3477,16043,50,114,13
9107,Pokemon Best Wishes!,5747,6.57,27690,1748,54249,152,123,84
233,Daa! Daa! Daa!,990,7.76,7262,3360,17212,238,81,78
4879,Mouryou no Hako,2752,7.25,11973,1921,47424,215,115,13
1013,Le Chevalier D'Eon,2554,7.3,11182,2001,44089,237,106,24
9922,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,4702,6.78,25682,1476,68725,156,125,12
32951,Rokudenashi Majutsu Koushi to Akashic Records,2388,7.34,179074,272,332289,2054,149,12
3841,Chi's Sweet Home,969,7.77,17938,1898,47995,401,113,104
